activity_id,song_id,listen_date,listen_duration
354,8,2023-10-28 10:15:47.009998,166
355,42,2023-10-28 10:15:47.009998,260
356,57,2023-10-28 10:15:47.009998,61
357,30,2023-06-02 10:15:47.010149,72
358,22,2023-06-02 10:15:47.010149,145
359,73,2023-06-02 10:15:47.010149,72
360,30,2023-06-02 10:15:47.010149,107
361,55,2023-06-02 10:15:47.010149,271
362,32,2023-06-02 10:15:47.010149,119
363,78,2023-06-02 10:15:47.010149,166
364,95,2023-06-02 10:15:47.010149,299
365,91,2023-06-02 10:15:47.010149,228
366,19,2023-06-02 10:15:47.010149,129
367,44,2023-06-02 10:15:47.010149,125
368,62,2023-06-02 10:15:47.010149,292
369,79,2023-06-02 10:15:47.010149,78
370,73,2023-06-02 10:15:47.010149,177
371,41,2023-06-02 10:15:47.010149,116
372,7,2023-06-02 10:15:47.010149,186
373,75,2023-06-02 10:15:47.010149,104
374,77,2023-06-02 10:15:47.010149,297
375,78,2023-06-02 10:15:47.010149,230
376,7,2023-06-02 10:15:47.010149,172
377,43,2023-06-02 10:15:47.010149,70
378,42,2023-06-02 10:15:47.010149,197
379,20,2023-06-02 10:15:47.010149,141
380,70,2023-06-02 10:15:47.010149,118
381,55,2023-06-02 10:15:47.010149,125
382,56,2023-06-02 10:15:47.010149,299
383,66,2023-06-02 10:15:47.010149,44
384,58,2023-06-02 10:15:47.010149,191
385,88,2023-06-02 10:15:47.010149,62
386,19,2023-06-02 10:15:47.010149,122
387,12,2023-06-02 10:15:47.010149,41
388,69,2023-06-02 10:15:47.010149,107
389,4,2023-06-02 10:15:47.010149,176
390,48,2023-06-02 10:15:47.010149,184
391,70,2023-06-02 10:15:47.010149,268
392,48,2023-06-02 10:15:47.010149,35
393,16,2023-06-02 10:15:47.010149,196
394,53,2023-06-02 10:15:47.010149,152
395,1,2023-06-02 10:15:47.010149,163
396,18,2023-06-02 10:15:47.010149,270
397,36,2023-06-02 10:15:47.010149,270
398,80,2023-06-02 10:15:47.010149,61
399,10,2023-06-02 10:15:47.010149,275
400,95,2023-06-02 10:15:47.010149,149
401,51,2023-06-02 10:15:47.010149,49
402,86,2023-06-02 10:15:47.010149,75
403,90,2023-06-02 10:15:47.010149,267
404,33,2023-06-02 10:15:47.010149,42
405,1,2023-06-02 10:15:47.010149,162
406,98,2023-06-02 10:15:47.010149,114
407,65,2023-06-02 10:15:47.010149,182
408,49,2023-06-02 10:15:47.010149,300
409,39,2023-06-02 10:15:47.010149,107
410,51,2023-06-02 10:15:47.010149,87
411,86,2023-06-02 10:15:47.010149,231
412,79,2023-06-02 10:15:47.010149,74
413,93,2023-06-02 10:15:47.010149,206
414,37,2023-06-02 10:15:47.010149,83
415,41,2023-06-02 10:15:47.010149,228
416,95,2023-06-02 10:15:47.010149,135
417,48,2023-06-02 10:15:47.010149,209
418,31,2023-06-02 10:15:47.010149,211
419,82,2023-06-02 10:15:47.010149,212
420,62,2023-06-02 10:15:47.010149,98
421,38,2023-06-02 10:15:47.010149,135
422,45,2023-06-02 10:15:47.010149,275
423,99,2023-06-02 10:15:47.010149,71
424,54,2023-06-02 10:15:47.010149,191
425,56,2023-06-02 10:15:47.010149,187
426,46,2023-06-02 10:15:47.010149,54
427,72,2023-06-02 10:15:47.010149,278
428,23,2023-06-02 10:15:47.010149,126
429,65,2023-06-02 10:15:47.010149,86
430,100,2023-06-02 10:15:47.010149,168
431,8,2023-06-02 10:15:47.010149,191
432,99,2023-06-02 10:15:47.010149,65
433,57,2023-06-02 10:15:47.010149,49
434,7,2023-06-02 10:15:47.010149,125
435,85,2023-06-02 10:15:47.010149,148
436,48,2023-06-02 10:15:47.010149,200
437,49,2023-06-02 10:15:47.010149,188
438,54,2023-06-02 10:15:47.010149,58
439,22,2023-06-02 10:15:47.010149,77
440,52,2023-06-02 10:15:47.010149,247
441,9,2023-06-02 10:15:47.010149,151
442,10,2023-06-02 10:15:47.010149,37
443,46,2023-06-02 10:15:47.010149,176
444,67,2023-06-02 10:15:47.010149,164
445,77,2023-06-02 10:15:47.010149,58
446,62,2023-06-02 10:15:47.010149,176
447,69,2023-06-02 10:15:47.010149,143
448,9,2023-06-02 10:15:47.010149,79
449,82,2023-06-02 10:15:47.010149,231
450,30,2023-06-02 10:15:47.010149,97
451,20,2023-06-02 10:15:47.010149,118
452,70,2023-06-02 10:15:47.010149,214
453,57,2023-06-02 10:15:47.010149,291
454,24,2023-06-02 10:15:47.010149,51
455,15,2023-06-02 10:15:47.010149,191
456,2,2023-09-29 10:15:47.010371,158
457,88,2023-09-29 10:15:47.010371,215
458,26,2023-09-29 10:15:47.010371,41
459,31,2023-09-29 10:15:47.010371,191
460,14,2023-09-29 10:15:47.010371,34
461,70,2023-09-29 10:15:47.010371,282
462,62,2023-09-29 10:15:47.010371,233
463,21,2023-09-29 10:15:47.010371,200
464,38,2023-09-29 10:15:47.010371,87
465,24,2023-09-29 10:15:47.010371,142
466,58,2023-09-29 10:15:47.010371,143
467,73,2023-09-29 10:15:47.010371,216
468,59,2023-09-29 10:15:47.010371,221
469,95,2023-09-29 10:15:47.010371,195
470,99,2023-09-29 10:15:47.010371,269
471,85,2023-09-29 10:15:47.010371,210
472,46,2023-09-29 10:15:47.010371,287
473,21,2023-09-29 10:15:47.010371,86
474,90,2023-09-29 10:15:47.010371,62
475,39,2023-09-29 10:15:47.010371,160
476,25,2023-09-29 10:15:47.010371,184
477,31,2023-09-29 10:15:47.010371,139
478,19,2023-09-29 10:15:47.010371,181
479,43,2023-09-29 10:15:47.010371,204
480,12,2023-09-29 10:15:47.010371,199
481,63,2023-09-29 10:15:47.010371,240
482,89,2023-09-29 10:15:47.010371,204
483,19,2023-09-29 10:15:47.010371,194
484,82,2023-09-29 10:15:47.010371,248
485,81,2023-09-29 10:15:47.010371,76
486,34,2023-09-29 10:15:47.010371,185
487,61,2023-09-29 10:15:47.010371,268
488,93,2023-09-29 10:15:47.010371,197
489,75,2023-09-29 10:15:47.010371,219
490,50,2023-09-29 10:15:47.010371,248
491,69,2023-09-29 10:15:47.010371,183
492,100,2023-09-29 10:15:47.010371,141
493,66,2023-09-29 10:15:47.010371,80
494,26,2023-09-29 10:15:47.010371,230
495,97,2023-09-29 10:15:47.010371,135
496,92,2023-09-29 10:15:47.010371,41
497,97,2023-09-29 10:15:47.010371,234
498,96,2023-09-29 10:15:47.010371,130
499,47,2023-09-29 10:15:47.010371,222
500,48,2023-09-29 10:15:47.010371,135
501,73,2023-09-29 10:15:47.010371,169
502,23,2023-09-29 10:15:47.010371,232
503,13,2023-09-29 10:15:47.010371,41
504,14,2023-09-29 10:15:47.010371,60
505,5,2023-09-29 10:15:47.010371,256
506,42,2023-09-29 10:15:47.010371,294
507,58,2023-09-29 10:15:47.010371,182
508,87,2023-09-29 10:15:47.010371,274
509,59,2023-09-29 10:15:47.010371,131
510,22,2023-09-29 10:15:47.010371,297
511,57,2023-09-29 10:15:47.010371,242
512,66,2023-09-29 10:15:47.010371,114
513,65,2023-09-29 10:15:47.010371,243
514,92,2023-09-29 10:15:47.010371,140
515,48,2023-09-29 10:15:47.010371,144
516,59,2023-09-29 10:15:47.010371,221
517,88,2023-09-29 10:15:47.010371,223
518,32,2023-09-29 10:15:47.010371,167
519,34,2023-09-29 10:15:47.010371,168
520,96,2023-09-29 10:15:47.010371,221
521,76,2023-09-29 10:15:47.010371,274
522,1,2023-09-29 10:15:47.010371,101
523,19,2023-09-29 10:15:47.010371,230
524,36,2023-09-29 10:15:47.010371,102
525,48,2023-09-29 10:15:47.010371,117
526,10,2023-09-29 10:15:47.010371,298
527,99,2023-09-29 10:15:47.010371,178
528,82,2023-09-29 10:15:47.010371,185
529,85,2023-09-29 10:15:47.010371,183
530,92,2023-09-29 10:15:47.010371,160
531,61,2023-09-29 10:15:47.010371,276
532,28,2023-09-29 10:15:47.010371,112
533,80,2023-09-29 10:15:47.010371,83
534,10,2023-09-29 10:15:47.010371,242
535,22,2023-09-29 10:15:47.010371,240
536,19,2023-06-09 10:15:47.010546,179
537,47,2023-06-09 10:15:47.010546,245
538,98,2023-06-09 10:15:47.010546,229
539,40,2023-06-09 10:15:47.010546,142
540,73,2023-06-09 10:15:47.010546,292
541,48,2023-06-09 10:15:47.010546,150
542,14,2023-06-09 10:15:47.010546,244
543,29,2023-06-09 10:15:47.010546,131
544,86,2023-06-09 10:15:47.010546,227
545,41,2023-06-09 10:15:47.010546,55
546,80,2023-06-09 10:15:47.010546,51
547,34,2023-06-09 10:15:47.010546,230
548,19,2023-06-09 10:15:47.010546,179
549,97,2023-06-09 10:15:47.010546,130
550,44,2023-06-09 10:15:47.010546,104
551,38,2023-06-09 10:15:47.010546,153
552,25,2023-06-09 10:15:47.010546,45
553,2,2023-06-09 10:15:47.010546,205
554,61,2023-06-09 10:15:47.010546,215
555,84,2023-06-09 10:15:47.010546,123
556,63,2023-06-09 10:15:47.010546,105
557,100,2023-06-09 10:15:47.010546,229
558,57,2023-06-09 10:15:47.010546,249
559,56,2023-06-09 10:15:47.010546,239
560,98,2023-06-09 10:15:47.010546,195
561,40,2023-06-09 10:15:47.010546,129
562,89,2023-06-09 10:15:47.010546,52
563,81,2023-06-09 10:15:47.010546,52
564,59,2023-06-09 10:15:47.010546,43
565,73,2023-06-09 10:15:47.010546,230
566,73,2023-06-09 10:15:47.010546,232
567,7,2023-06-09 10:15:47.010546,148
568,85,2023-06-09 10:15:47.010546,125
569,100,2023-06-09 10:15:47.010546,241
570,88,2023-06-09 10:15:47.010546,290
571,79,2023-06-09 10:15:47.010546,46
572,16,2023-06-09 10:15:47.010546,43
573,87,2023-06-09 10:15:47.010546,121
574,69,2023-06-09 10:15:47.010546,152
575,16,2023-06-09 10:15:47.010546,246
576,58,2023-06-09 10:15:47.010546,87
577,46,2023-06-09 10:15:47.010546,139
578,63,2023-06-09 10:15:47.010546,196
579,9,2023-06-09 10:15:47.010546,251
580,13,2023-06-09 10:15:47.010546,79
581,100,2023-06-09 10:15:47.010546,85
582,86,2023-06-09 10:15:47.010546,93
583,7,2023-06-09 10:15:47.010546,249
584,76,2023-06-09 10:15:47.010546,178
585,82,2023-06-09 10:15:47.010546,74
586,11,2023-06-09 10:15:47.010546,229
587,68,2023-06-09 10:15:47.010546,285
588,89,2023-06-09 10:15:47.010546,200
589,53,2023-06-09 10:15:47.010546,240
590,47,2023-06-09 10:15:47.010546,60
591,27,2023-06-09 10:15:47.010546,260
592,40,2023-06-09 10:15:47.010546,293
593,84,2023-06-09 10:15:47.010546,143
594,40,2023-06-09 10:15:47.010546,126
595,9,2023-06-09 10:15:47.010546,131
596,32,2023-06-09 10:15:47.010546,136
597,15,2023-06-09 10:15:47.010546,47
598,17,2023-06-09 10:15:47.010546,228
599,78,2023-06-09 10:15:47.010546,203
600,47,2023-06-09 10:15:47.010546,75
601,34,2023-06-09 10:15:47.010546,249
602,7,2023-06-09 10:15:47.010546,255
603,5,2023-06-09 10:15:47.010546,52
604,68,2023-06-09 10:15:47.010546,211
605,24,2023-06-09 10:15:47.010546,182
606,75,2023-06-09 10:15:47.010546,255
607,18,2023-06-09 10:15:47.010546,127
608,53,2023-06-09 10:15:47.010546,300
609,16,2023-06-09 10:15:47.010546,238
610,38,2023-06-09 10:15:47.010546,133
611,49,2023-06-09 10:15:47.010546,234
612,45,2023-06-09 10:15:47.010546,33
613,50,2023-06-09 10:15:47.010546,124
614,12,2023-06-09 10:15:47.010546,69
615,75,2023-06-09 10:15:47.010546,158
616,56,2023-06-09 10:15:47.010546,108
617,42,2023-06-09 10:15:47.010546,232
618,43,2023-06-09 10:15:47.010546,220
619,8,2023-06-09 10:15:47.010546,41
620,85,2023-06-09 10:15:47.010546,134
621,51,2023-06-09 10:15:47.010546,132
622,53,2023-06-09 10:15:47.010546,150
623,23,2023-06-09 10:15:47.010546,88
624,92,2023-06-09 10:15:47.010546,122
625,25,2023-06-09 10:15:47.010546,125
626,46,2023-06-09 10:15:47.010546,255
627,7,2023-07-30 10:15:47.010910,202
628,64,2023-07-30 10:15:47.010910,120
629,18,2023-07-30 10:15:47.010910,137
630,52,2023-07-30 10:15:47.010910,159
631,1,2023-07-30 10:15:47.010910,81
632,94,2023-07-30 10:15:47.010910,269
633,44,2023-07-30 10:15:47.010910,212
634,91,2023-07-30 10:15:47.010910,173
